rho,npv_analytic,npv_mc,rrr_analytic,rrr_mc,base_rate_analytic,base_rate_mc,vmr_analytic_1000,vmr_mc_44,frac_clean_on_44,n_clean_panel
0.0,0.05759707065349567,0.05793660492426226,0.9999999999999732,0.9996151337353301,0.04956308282316094,0.04978,0.9970000000000013,0.9921854960914013,0.875005,171843
0.3,0.19146881115467285,0.19062952825631943,0.8814157525812535,0.8831044817940514,0.1663626174281998,0.16576,4.324836005189212,1.1389608594372935,0.883155,173908
0.6,0.4333166861986355,0.43101983710588115,0.5674873274497673,0.5746558949541157,0.39048491935808755,0.38817,51.22571900788592,2.9279147402348977,0.91017,180117
